Date/Time,Hour,Minute,priceBIN,priceFTX,priceCOIN,hourVolumeBIN,hourVolumeFTX,hourVolumeCOIN
07/11/2021 15:06,15,06,33775.7,33775,33763.81,541.944282,12224.6103,4983.05183766
07/11/2021 15:06,15,06,33775.7,33771,33763.81,541.944282,12226.3361,4983.05183766
07/11/2021 15:06,15,06,33775.7,33770,33763.81,541.944282,12226.3799,4983.05183766
07/11/2021 15:06,15,06,33775.7,33770,33763.81,541.944282,12226.5463,4983.05564461
